"plotno" "Treeno" "Species" "x" "y" "dbh" "d.end" "dratio" "baf1" "baf2" "AGR" "RGR" "AGR.g" "RGR.g" "year" "period" "xmax" "ymax"
"27" 41007000 222 41 17.3 11.3 30.05 30.7 0.464092664092664 0.0631622953894909 0.00515529798426869 0.216666666666666 0.00713333120397823 0.00103378033257189 0.0142666624079566 1937 3 55.45 45.05
"28" 41007000 225 41 20.5 11.1 34.7 35.95 0.537567776917118 0.00817833683172797 0.00456312079537125 0.416666666666667 0.0117964657380808 0.00231201584350124 0.0235929314761615 1937 3 55.45 45.05
"29" 41007000 233 41 19.2 5.09999999999999 29.65 30.6 0.460761460761461 0.0271012987167442 0.00402773351565548 0.316666666666668 0.0105126278382002 0.00149847424591538 0.0210252556764004 1937 3 55.45 45.05
"30" 41007000 237 41 19.1 0.599999999999994 27.6 28.7 0.443017656500803 0.0140618891931677 0.00347637838234963 0.366666666666666 0.0130271166808236 0.00162132360864013 0.0260542333616473 1937 3 55.45 45.05
"31" 41007000 245 41 25.7 6.3 24.25 24.85 0.448243992606285 0.0536155105872843 0.00624293666531294 0.2 0.00814704505304853 0.000771260996456298 0.0162940901060971 1937 3 55.45 45.05
"32" 41007000 248 41 24.3 10.3 26.2 27.45 0.430213464696223 0.0603482820419438 0.00629227119902489 0.416666666666667 0.0155355857294962 0.00175569214442804 0.0310711714589922 1937 3 55.45 45.05
"33" 41007000 255 41 25.8 15.3 23.05 24.3 0.399134199134199 0.0344792970807066 0.00788955974501628 0.416666666666667 0.0176035269679484 0.00154952512653621 0.0352070539358967 1937 3 55.45 45.05
"34" 41007000 258 41 22.6 19.5 28.55 29.3 0.440586419753086 0.0314125444229389 0.00571658919833577 0.25 0.00864352664033419 0.00113588209381355 0.0172870532806682 1937 3 55.45 45.05
"35" 41007000 268 41 54.6 3.5 25.6 26.25 0.429530201342282 0.0193135052289465 0.0035239144748688 0.216666666666666 0.00835787918403863 0.000882329386730084 0.0167157583680773 1937 3 55.45 45.05
"36" 41007000 275 41 18.4 30.8 24.45 25.2 0.397560975609756 0.038926302564876 0.00685926706437647 0.25 0.0100712595321655 0.000974875470317084 0.0201425190643311 1937 3 55.45 45.05
"37" 41007000 293 41 13.4 40.4 25.85 26.9 0.410969793322735 0.0162869288893891 0.0045413542120565 0.349999999999999 0.013271895217785 0.00145004135917253 0.0265437904355701 1937 3 55.45 45.05
"38" 41007000 303 41 8.90000000000001 43.2 23.55 24.45 0.375 0.0197914427924224 0.00510780678618433 0.3 0.0125014651528181 0.00113097335529232 0.0250029303056361 1937 3 55.45 45.05
"39" 41007000 311 41 15 44.5 21.7 22.9 0.397072278133577 0.0207262249437912 0.00504908793943245 0.4 0.0179415500045934 0.00140115032350105 0.0358831000091867 1937 3 55.45 45.05
"40" 41007000 336 41 20.5 33.1 25.05 25.6 0.403381642512077 0.0226937586069495 0.00636276563103276 0.183333333333334 0.00723950798488104 0.000729307644561481 0.014479015969762 1937 3 55.45 45.05
"41" 41007000 345 41 25.1 29.4 27.95 29.5 0.435358255451713 0.0164808177642497 0.0070822378037207 0.516666666666667 0.017991021248222 0.00233125809850447 0.035982042496444 1937 3 55.45 45.05
"42" 41007000 348 41 25.1 28 28.1 29 0.436674436674437 0.018594202572785 0.00690530354413486 0.3 0.0105087512155914 0.00134538705389982 0.0210175024311826 1937 3 55.45 45.05
"43" 41007000 352 41 25 23.3 25.6 26.75 0.413904607922393 0.0282796592186752 0.00698766759580975 0.383333333333333 0.0146473739521662 0.00157609776439783 0.0292947479043325 1937 3 55.45 45.05
"44" 41007000 363 41 27 20 30.95 32.1 0.460565476190476 0.0141885845068 0.00520039324639832 0.383333333333334 0.0121610103351218 0.00189824191108468 0.0243220206702434 1937 3 55.45 45.05
"45" 41007000 373 41 31 17.6 29.85 31.5 0.5 0.00870591904898195 0.00526989013029316 0.549999999999999 0.0179342353309921 0.00265012975284384 0.0358684706619842 1937 3 55.45 45.05
"46" 41007000 380 41 30.4 10.4 28.95 29.5 0.49234693877551 0.0344998428885075 0.00505344206384407 0.183333333333334 0.00627335310892333 0.000841619581927314 0.0125467062178466 1937 3 55.45 45.05
"47" 41007000 388 41 29.6 6 29.85 30.8 0.464591439688716 0.0157519054807629 0.00446864491463464 0.316666666666666 0.010443283380306 0.00150842262265175 0.0208865667606119 1937 3 55.45 45.05
"48" 41007000 392 41 27.7 1.3 23 23.5 0.43519394512772 0.0410255184093415 0.00573686247580901 0.166666666666667 0.0071687350736546 0.00060868357663302 0.014337470147309 1937 3 55.45 45.05
"49" 41007000 394 41 29.9 1.3 21.55 22.1 0.419260700389105 0.0499080389005968 0.00653051192810895 0.183333333333334 0.00840059732465 0.000628514880258809 0.0168011946493003 1937 3 55.45 45.05
"50" 41007000 406 41 36 2.3 27.15 27.85 0.44110479285134 0.143694322610665 0.00533875135684106 0.233333333333334 0.00848530666444954 0.00100792764302673 0.0169706133288991 1937 3 55.45 45.05
"51" 41007000 408 41 36.7 0.599999999999994 34.4 35.95 0.535408560311284 0.0103341008111816 0.00315681519740606 0.516666666666668 0.0146908399292343 0.00285472597440888 0.0293816798584688 1937 3 55.45 45.05
"52" 41007000 415 41 38.1 6.59999999999999 29 29.3 0.457413249211356 0.0275143602814942 0.0047631794112201 0.1 0.00343056201218254 0.000457887129260713 0.00686112402436504 1937 3 55.45 45.05
"53" 41007000 420 41 36.7 10.6 24.75 24.85 0.453296703296703 0.0181551788275518 0.00669484218371122 0.0333333333333338 0.00134408784264606 0.000129852496348381 0.00268817568529238 1937 3 55.45 45.05
"54" 41007000 422 41 35.4 12.8 24.25 25.15 0.454971857410882 0.0170977809207053 0.0073317497795732 0.3 0.0121470930540853 0.00116396007815502 0.0242941861081707 1937 3 55.45 45.05
"55" 41007000 423 41 34.2 15.1 23.8 24.75 0.450331125827815 0.0171328473241011 0.00752942017343605 0.316666666666666 0.0130466361124234 0.00120748422637663 0.0260932722248468 1937 3 55.45 45.05
"56" 41007000 435 41 32.6 22.1 27.4 28.3 0.427457098283931 0.0220815349553405 0.00614055061831374 0.300000000000001 0.0107729304183891 0.00131240033103715 0.0215458608367785 1937 3 55.45 45.05
"57" 41007000 446 41 30.8 24.9 32 33.05 0.465793304221252 0.018339695811871 0.00489413445103428 0.349999999999999 0.0107618878326562 0.00178815526851514 0.0215237756653124 1937 3 55.45 45.05
"58" 41007000 453 41 30 29.9 28.05 29.45 0.433204633204633 0.0215584054896672 0.00610389722695212 0.466666666666666 0.01623509270963 0.00210748507178315 0.0324701854192602 1937 3 55.45 45.05
"59" 41007000 463 41 27 31 24.95 26.05 0.40470397404704 0.0161438198312089 0.00769160454856757 0.366666666666667 0.0143813153339495 0.00146869456555323 0.0287626306678989 1937 3 55.45 45.05
"60" 41007000 468 41 24.4 37 22.25 23 0.403079710144927 0.0326469667163004 0.00796584284822726 0.25 0.0110507357723001 0.000888481672343363 0.0221014715446003 1937 3 55.45 45.05
"61" 41007000 480 41 28 39.6 26.75 27.9 0.448073701842546 0.0352005809574027 0.00575544063946024 0.383333333333333 0.0140307384951015 0.0016453437024707 0.0280614769902028 1937 3 55.45 45.05
"62" 41007000 483 41 24.2 40.7 24.3 25.55 0.424454148471616 0.0786198479913802 0.00765116708646196 0.416666666666667 0.0167203221010703 0.00163133743522345 0.0334406442021405 1937 3 55.45 45.05
"63" 41007000 484 41 23 39.8 31.35 33.25 0.48755832037325 0.0354368770181443 0.00474180070180457 0.633333333333333 0.0196135000076446 0.00321332568584676 0.039227000015289 1937 3 55.45 45.05
"64" 41007000 490 41 24.8 43.9 32.95 34.85 0.509273570324575 0.0134989404043601 0.00331497146258465 0.633333333333333 0.0186872920860055 0.00337249971362865 0.0373745841720112 1937 3 55.45 45.05
"65" 41007000 502 41 33 44.7 31.75 33.15 0.490726429675425 0.0150719272059936 0.00375522424961128 0.466666666666666 0.0143833304310569 0.00237870923754307 0.0287666608621138 1937 3 55.45 45.05
"66" 41007000 504 41 34.5 43.3 25.45 26.7 0.44493006993007 0.123341405701835 0.00634563017543614 0.416666666666667 0.0159826074698907 0.00170660475921571 0.0319652149397814 1937 3 55.45 45.05
"67" 41007000 510 41 36 39 28.05 29.7 0.469063545150502 0.0241409820611465 0.00532991952411598 0.549999999999999 0.0190528046133161 0.00249462091649114 0.0381056092266323 1937 3 55.45 45.05
"68" 41007000 518 41 31.2 37.5 23.95 24.9 0.429982046678635 0.0250884233494117 0.00818429523880695 0.316666666666666 0.0129664932045793 0.0012149455089289 0.0259329864091584 1937 3 55.45 45.05
"69" 41007000 519 41 31.4 36.4 22.2 23.15 0.411492122335496 0.0234138962189194 0.00949515339370122 0.316666666666666 0.0139674972180031 0.00112789721248568 0.0279349944360062 1937 3 55.45 45.05
"70" 41007000 523 41 34.1 33.1 33.8 34.75 0.479432624113475 0.0240008797263079 0.00430051300590381 0.316666666666668 0.00923958984060939 0.00170490306319501 0.0184791796812187 1937 3 55.45 45.05
"71" 41007000 527 41 37.5 30.7 28.15 29.4 0.434078643022359 0.106084036692484 0.00615819555825258 0.416666666666667 0.0144824399196456 0.00188331934598013 0.028964879839291 1937 3 55.45 45.05
"72" 41007000 531 41 38 28.3 36.7 37.85 0.558174904942966 0.00605232718095961 0.00388087316543381 0.383333333333333 0.0102847416076443 0.00224447160144905 0.0205694832152887 1937 3 55.45 45.05
"73" 41007000 537 41 39.4 23.9 19.5 20.55 0.346975088967972 0.0808105695874049 0.00947244680123382 0.35 0.0174821584575143 0.00110093187554237 0.0349643169150284 1937 3 55.45 45.05
"74" 41007000 544 41 42.8 17.5 29.05 30.4 0.460745440126883 0.0143749093652216 0.00495673349785063 0.449999999999999 0.0151413750380852 0.00210113643662902 0.0302827500761705 1937 3 55.45 45.05
"75" 41007000 549 41 38.7 17.4 23.95 25.15 0.45188679245283 0.0492756661493328 0.00685174783348907 0.4 0.016296524229608 0.00154252199291259 0.032593048459216 1937 3 55.45 45.05
"76" 41007000 557 41 44.2 11.2 32.3 34 0.487179487179487 0.0413109761320893 0.00421089916495398 0.566666666666668 0.0170977647958502 0.00295074089988423 0.0341955295917006 1937 3 55.45 45.05
"77" 41007000 560 41 43.8 8 33.8 35.5 0.498525073746313 0.0391362555452014 0.00383886642630117 0.566666666666668 0.0163572979974657 0.00308425858766178 0.0327145959949314 1937 3 55.45 45.05
"78" 41007000 565 41 41.4 5.09999999999999 25.45 26.4 0.425229741019215 0.0309854243247825 0.00553240191701164 0.316666666666666 0.012216089051913 0.00128955833445166 0.0244321781038258 1937 3 55.45 45.05
"79" 41007000 572 41 47.8 2.09999999999999 25.6 26.45 0.429530201342282 0.0272709601938552 0.00380343993854326 0.283333333333333 0.0108879356062639 0.00115826594147039 0.0217758712125277 1937 3 55.45 45.05
"80" 41007000 583 41 47.6 9.09999999999999 34 35.2 0.539254559873117 0.00900705885070614 0.00343662537476075 0.400000000000001 0.0115618526626299 0.00217398211628414 0.02312370532526 1937 3 55.45 45.05
"81" 41007000 591 41 50.2 15.3 30.45 31.15 0.472459270752521 0.0222989981856544 0.00425923524228307 0.233333333333333 0.00757608369251879 0.00112887896018994 0.0151521673850375 1937 3 55.45 45.05
"82" 41007000 598 41 45.5 20.1 26.8 27.45 0.479856759176365 0.0469434653299639 0.00560770102719912 0.216666666666666 0.00798809347957619 0.000923170091226742 0.0159761869591523 1937 3 55.45 45.05
"83" 41007000 609 41 47.5 25.2 24.95 25.65 0.472537878787879 0.0161832179417848 0.00882036700388275 0.233333333333333 0.00922324980641701 0.000927293431584588 0.018446499612834 1937 3 55.45 45.05
"84" 41007000 610 41 47.1 26 26.05 26.8 0.48330241187384 0.0134669063198161 0.00788749530533724 0.25 0.00946137310581167 0.00103770732338888 0.0189227462116234 1937 3 55.45 45.05
"85" 41007000 615 41 42.2 28.9 19.9 20.4 0.351590106007067 0.0877867283574333 0.00929678678650899 0.166666666666667 0.00827172303990794 0.000527525766415286 0.016543446079816 1937 3 55.45 45.05
"86" 41007000 624 41 42.2 34.3 23.85 25.2 0.393889347646573 0.0318896208665085 0.00644196542809492 0.449999999999999 0.0183532590610091 0.00173357009615902 0.0367065181220182 1937 3 55.45 45.05
"87" 41007000 637 41 39.5 38.5 23.05 23.85 0.420620437956204 0.0203296878657314 0.00684215435210603 0.266666666666667 0.0113728159638975 0.00098227130302241 0.0227456319277952 1937 3 55.45 45.05
"88" 41007000 644 41 36.6 42.7 25.45 26.6 0.44493006993007 0.0510969540727072 0.00587686132113649 0.383333333333334 0.0147318242637073 0.00156706568551876 0.0294636485274145 1937 3 55.45 45.05
"89" 41007000 654 42 42.2 42.6 21.55 21.7 0.404315196998124 0.0209594902257982 0.00622446957676393 0.0499999999999995 0.00231214799888561 0.000169842352834698 0.00462429599777138 1937 3 55.45 45.05
"90" 41007000 655 41 43.7 40.2 20.3 21.3 0.378731343283582 0.0200853675617523 0.00739519243931756 0.333333333333333 0.0160287288892126 0.00108908545324446 0.0320574577784252 1937 3 55.45 45.05
"91" 41007000 662 41 48.6 42.1 22.45 23.45 0.402690582959641 0.0322224533929796 0.0055666555967241 0.333333333333333 0.0145266269013417 0.00120165918999809 0.0290532538026834 1937 3 55.45 45.05
"92" 41007000 672 41 47.7 32.4 27.8 28.25 0.454991816693944 0.016837841494025 0.00522976128424803 0.15 0.0053524789652862 0.000660323505876391 0.0107049579305721 1937 3 55.45 45.05
"93" 41007000 678 41 50.7 32.4 29.85 30.9 0.472684085510689 0.0215708248617819 0.00456432133792529 0.349999999999999 0.0115237813550295 0.00166995284492383 0.0230475627100591 1937 3 55.45 45.05
"94" 41007000 682 41 50.2 37.1 25.6 26.35 0.434634974533107 0.0506847069920864 0.0055465762349067 0.25 0.00962530783395158 0.00102003586471244 0.0192506156679031 1937 3 55.45 45.05
"95" 41007000 684 41 50 39.5 25.25 25.75 0.431255337318531 0.0480548345479935 0.00541640007553934 0.166666666666667 0.00653615712945873 0.00066758843888783 0.0130723142589175 1937 3 55.45 45.05
"96" 41007000 692 41 52.6 43.3 20.6 21.3 0.382189239332097 0.0520734394941657 0.00515574763559897 0.233333333333333 0.0111386656399481 0.000767857604414904 0.022277331279896 1937 3 55.45 45.05
"97" 41007000 699 41 54.4 38.2 33.3 35.2 0.544562551103843 0.00386345169237521 0.00277267538121593 0.633333333333335 0.0184962285392178 0.00340731903220594 0.0369924570784357 1937 3 55.45 45.05
"98" 41007000 705 41 55.1 32.9 27.35 29.3 0.450948062654575 0.0347216254308383 0.00406025784299832 0.65 0.0229569957183438 0.00289203238717025 0.0459139914366875 1937 3 55.45 45.05
"99" 41007000 714 41 50.2 26.5 22.15 22.75 0.443 0.024382707619862 0.00863734069108362 0.2 0.00890921630193834 0.000705287550730913 0.0178184326038766 1937 3 55.45 45.05
"100" 41007000 715 41 51.9 28.3 21.95 22.65 0.440763052208835 0.0219316829450249 0.00809323072211756 0.233333333333333 0.0104642374692876 0.000817337688708943 0.0209284749385751 1937 3 55.45 45.05
"101" 41007000 717 41 53.6 27 26.6 27.65 0.48852157943067 0.0234807307171081 0.00518599796668896 0.349999999999999 0.0129048373935633 0.0014912747627509 0.0258096747871269 1937 3 55.45 45.05
"102" 41007000 723 41 49.1 24.3 23.15 23.7 0.453921568627451 0.0254264282624513 0.0082866962029793 0.183333333333334 0.00782675586961412 0.000674591572511459 0.0156535117392283 1937 3 55.45 45.05
"103" 41007000 731 41 54.9 21.1 27.85 29.75 0.489455184534271 0.00830010754828791 0.00382789183102496 0.633333333333333 0.021998721872782 0.00286513250007389 0.0439974437455638 1937 3 55.45 45.05
"104" 41007000 736 41 50.5 18.8 19.5 19.95 0.411826821541711 0.0486463938508731 0.00856707957957773 0.15 0.00760489258872384 0.000464759363190437 0.0152097851774475 1937 3 55.45 45.05
"105" 41007000 741 41 52.4 15.4 24.35 25.35 0.466475095785441 0.0257019494251157 0.0057548990283106 0.333333333333333 0.0134156268361978 0.00130114295736177 0.0268312536723955 1937 3 55.45 45.05
"106" 41007000 755 41 54.6 8.5 25.95 27.15 0.432860717264387 0.026606094287988 0.00388227107294351 0.4 0.0150684789226823 0.00166818569905617 0.0301369578453644 1937 3 55.45 45.05
"107" 41007000 758 41 53 5.7 22.8 23.8 0.401408450704225 0.036832322440348 0.00519685949134166 0.333333333333333 0.0143083482390113 0.00121998514714404 0.0286166964780226 1937 3 55.45 45.05
"108" 41007000 2 41 1.59999999999999 0.899999999999991 19.4 21 0.376333656644035 0.0297046334665641 0.00394561204106579 0.2 0.00990617145676759 0.000634601716025139 0.0198123429135352 1940 8 55.45 45.05
"109" 41007000 20 41 4.8 8.59999999999999 32.15 34.45 0.464931308749096 0.0139514684083937 0.00309260110898063 0.287500000000001 0.00863706834700495 0.00150384113336527 0.0172741366940098 1940 8 55.45 45.05
"110" 41007000 27 41 3.09999999999999 12.6 30.6 34.15 0.487649402390438 0.0368542660988966 0.00333740910130644 0.44375 0.0137203221323079 0.00225666981667432 0.027440644264616 1940 8 55.45 45.05
"111" 41007000 38 41 1 22.3 36 38.75 0.493150684931507 0.0148593776958633 0.00249351824135776 0.34375 0.00920147716790576 0.00201810512454235 0.0184029543358115 1940 8 55.45 45.05
"112" 41007000 42 41 3.2 26.9 25.1 26.9 0.410801963993453 0.0472211131087361 0.00540714546691216 0.225 0.00865730505875684 0.000918915851175013 0.0173146101175138 1940 8 55.45 45.05
"113" 41007000 46 41 1.2 30.5 25.15 26.85 0.378480060195636 0.0894006258263601 0.00489382142591085 0.2125 0.00817599055114071 0.000867864970554182 0.0163519811022814 1940 8 55.45 45.05
"114" 41007000 52 41 3 33.7 41.3 46.15 0.51625 0.00958079069718056 0.00217519343486416 0.60625 0.0138793076227343 0.0041639110817146 0.0277586152454685 1940 8 55.45 45.05
"115" 41007000 63 41 6.3 24.4 27.35 29.3 0.431728492501973 0.0357173647410725 0.00531402874003876 0.24375 0.00860887339437894 0.00108451214518884 0.0172177467887578 1940 8 55.45 45.05
"116" 41007000 70 41 7.90000000000001 17.8 37 39.7 0.506849315068493 0.0136976821624404 0.00326598852575791 0.3375 0.00880415938111506 0.00203310132072472 0.0176083187622301 1940 8 55.45 45.05
"117" 41007000 77 41 9.7 12.5 36.05 38.2 0.493497604380561 0.0253066181354283 0.00433151083529242 0.268750000000001 0.00724108148519642 0.001567237491367 0.0144821629703929 1940 8 55.45 45.05
"118" 41007000 78 41 10.8 12.6 27.2 29.1 0.423676012461059 0.0353421332820616 0.0075988759353265 0.2375 0.00844015010943694 0.00105017551923281 0.0168803002188738 1940 8 55.45 45.05
"119" 41007000 84 41 9.5 7.2 31.25 32.5 0.492902208201893 0.0303835736766315 0.00363223000030863 0.15625 0.00490258914416014 0.000782330201821677 0.00980517828832031 1940 8 55.45 45.05
"120" 41007000 101 41 14 7.2 24.6 25.3 0.406275805119736 0.0281550683656504 0.0058061766016538 0.0874999999999999 0.00350724409939468 0.000342924473093409 0.00701448819878932 1940 8 55.45 45.05
"121" 41007000 114 41 12.4 16.9 35.35 37.6 0.488597097442986 0.0340796011395802 0.00389131413882771 0.28125 0.00771320725665836 0.00161141613805811 0.0154264145133167 1940 8 55.45 45.05
"122" 41007000 125 41 9.40000000000001 23.2 26.7 27.7 0.419152276295133 0.0394624784457615 0.00595624667816999 0.125 0.00459610597338611 0.000534070751110262 0.00919221194677219 1940 8 55.45 45.05
"123" 41007000 128 41 12.4 25 23.2 24.55 0.374798061389338 0.0698936998085861 0.00774485611283789 0.16875 0.00706994694603313 0.000632859113850101 0.0141398938920663 1940 8 55.45 45.05
"124" 41007000 134 41 12.3 29.5 38.7 40.85 0.508541392904074 0.0130846058211878 0.00339719782379211 0.26875 0.00675840265878447 0.00167910764226593 0.0135168053175689 1940 8 55.45 45.05
"125" 41007000 143 41 7.90000000000001 30.5 27.3 29 0.413636363636364 0.0547039067809311 0.00537982353321373 0.2125 0.00755114097444498 0.00093963072773462 0.01510228194889 1940 8 55.45 45.05
"126" 41007000 155 41 0.599999999999994 41.6 22.6 23.95 0.353677621283255 0.034826813250305 0.00391227325336663 0.16875 0.00725230219733547 0.000616954801041301 0.014504604394671 1940 8 55.45 45.05
"127" 41007000 165 41 7.09999999999999 44.2 21.65 23.25 0.343923749007149 0.0239163423098534 0.00574417446193702 0.2 0.00891245969810833 0.00070528755073091 0.0178249193962167 1940 8 55.45 45.05
"128" 41007000 176 41 6.7 39.8 38.3 40.05 0.481155778894472 0.0195012367098109 0.0024391113379148 0.21875 0.00558484716597102 0.00134609882098541 0.011169694331942 1940 8 55.45 45.05
"129" 41007000 185 41 11 34.4 36.55 38.4 0.485714285714286 0.0303209561876757 0.0032437241977226 0.23125 0.00617203417473672 0.00136126682301602 0.0123440683494734 1940 8 55.45 45.05
"130" 41007000 194 41 15.7 29 24.35 25.3 0.386201427438541 0.0928208081765175 0.00748698526948695 0.11875 0.00478406827560945 0.000463065848400612 0.00956813655121891 1940 8 55.45 45.05
"131" 41007000 202 41 17.7 23 37.4 39.85 0.491458607095926 0.0144827011393898 0.00359968788510064 0.30625 0.0079314626019672 0.00185808024875012 0.0158629252039344 1940 8 55.45 45.05
"132" 41007000 215 41 19.4 15.4 23.25 24.5 0.392736486486486 0.0636247481458869 0.00878974562448884 0.15625 0.0065459981896645 0.000585980660972313 0.013091996379329 1940 8 55.45 45.05
"133" 41007000 219 41 20.7 13.3 33.55 35.55 0.48273381294964 0.0900350263535748 0.00531947502682179 0.25 0.00723791160394488 0.00135677532726909 0.0144758232078898 1940 8 55.45 45.05
"134" 41007000 222 41 17.3 11.3 30.7 32.4 0.460615153788447 0.0644886568465027 0.00525752858684271 0.2125 0.00673697102564152 0.00105312076234555 0.013473942051283 1940 8 55.45 45.05
"135" 41007000 225 41 20.5 11.1 35.95 37.75 0.538576779026217 0.00812916482175473 0.00454858490191247 0.225 0.00610704894099723 0.00130238650445382 0.0122140978819945 1940 8 55.45 45.05
"136" 41007000 233 41 19.2 5.09999999999999 30.6 33.35 0.459804658151766 0.0272568053170766 0.0040438935549458 0.34375 0.0107572204254122 0.00172652605638105 0.0215144408508244 1940 8 55.45 45.05
"137" 41007000 237 41 19.1 0.599999999999994 28.7 30.75 0.443928847641145 0.0139849772709001 0.00345096405767201 0.25625 0.0086241089358689 0.00119648047085819 0.0172482178717379 1940 8 55.45 45.05
