"Plot" "Treeno" "Species" "x" "y" "dbh" "d.end" "baf2" "AGR" "RGR" "AGR.g" "RGR.g" "year" "period" "xmax" "ymax"
"82" "BRO-A-I" 82 1 18.9856584464501 37.7931203788667 16.85 18.35 0.227355291409092 0.375 0.0213197294255522 0.00103672557568463 0.0426394588511043 "2005" 4 25 40
"83" "BRO-A-I" 83 1 15.6581274897292 37.5610627738138 14.1 15.2 0.444990048299954 0.275 0.018780157617027 0.000632834570157494 0.0375603152340542 "2005" 4 25 40
"84" "BRO-A-I" 84 1 13.2993787601146 37.5368464458027 21.25 23.9 0.158047092438526 0.6625 0.0293803908917598 0.00234927316887741 0.0587607817835196 "2005" 4 25 40
"85" "BRO-A-I" 85 1 11.0478597608277 37.4380527423086 16.65 NA 0.261599968474378 NA NA NA NA "2005" 4 25 40
"86" "BRO-A-I" 86 1 10.8749608599213 39.319884820382 10.85 NA 0.581752857427212 NA NA NA NA "2005" 4 25 40
"87" "BRO-A-I" 87 1 8.73706138003923 39.6525810991705 17.15 17.3 0.171592474394136 0.0374999999999996 0.00217708197294608 0.000101463625233907 0.00435416394589205 "2005" 4 25 40
"88" "BRO-A-I" 88 1 7.877500455075 37.1830588748778 16.65 21.1 0.201139137824987 1.1125 0.059215706013892 0.00329842684934322 0.118431412027784 "2005" 4 25 40
"89" "BRO-A-I" 89 1 5.754772623919 38.9221984767603 12.05 NA 0.316866695001476 NA NA NA NA "2005" 4 25 40
"90" "BRO-A-I" 90 1 0.119517709541592 37.5946797198362 23.45 26.95 0.0621526318858061 0.875 0.0347782006156795 0.00346360590058275 0.0695564012313589 "2005" 4 25 40
"91" "BRO-A-I" 91 1 0.535048402179948 39.7569607477037 14.4 NA 0.19889876490761 NA NA NA NA "2005" 4 25 40
"92" "BRO-A-II" 1 1 0.0169761468033676 1.02381383994931 29.15 NA 0.0727415294129746 NA NA NA NA "2005" 4 25 40
"93" "BRO-A-II" 2 1 1.4103701589528 3.11449270742424 14.85 NA 0.511338120501133 NA NA NA NA "2005" 4 25 40
"94" "BRO-A-II" 3 1 3.58909810225863 1.51769918631454 15.3 NA 0.50932303917425 NA NA NA NA "2005" 4 25 40
"95" "BRO-A-II" 4 1 4.31692314940529 4.26631114523981 36.05 39.55 0.0873717290447955 0.875 0.0231647076206762 0.00519540885087412 0.0463294152413524 "2005" 4 25 40
"96" "BRO-A-II" 5 1 5.98337667914144 2.95111472141935 20.35 NA 0.431026303044517 NA NA NA NA "2005" 4 25 40
"97" "BRO-A-II" 6 1 7.91819158276201 1.2764531768894 29.7 32.5 0.143701893182621 0.699999999999999 0.0225232608817595 0.00341962360343248 0.0450465217635189 "2005" 4 25 40
"98" "BRO-A-II" 7 1 7.75165616659548 3.28302985251413 23.5 25.5 0.324257795174088 0.5 0.0204195077535667 0.00192422550032375 0.0408390155071335 "2005" 4 25 40
"99" "BRO-A-II" 8 1 8.88364405899962 4.19500102061671 13.4 NA 1.09727257139418 NA NA NA NA "2005" 4 25 40
"100" "BRO-A-II" 9 1 11.2628405306123 5.26450237613973 27.45 28.8 0.22054910028723 0.337499999999999 0.0120023047965901 0.00149102932582484 0.0240046095931803 "2005" 4 25 40
"101" "BRO-A-II" 10 1 10.9624493565522 2.49760697830744 24.15 26.2 0.26424411435705 0.5125 0.0203687576671173 0.00202667087326191 0.0407375153342348 "2005" 4 25 40
"102" "BRO-A-II" 11 1 12.9543624252385 1.11871527596214 20.45 NA 0.332761899400268 NA NA NA NA "2005" 4 25 40
"103" "BRO-A-II" 12 1 13.621414490098 4.02279956240523 15.75 NA 0.886255084193148 NA NA NA NA "2005" 4 25 40
"104" "BRO-A-II" 13 1 15.1244509443307 3.15297922621631 38.75 41.35 0.0927257713422829 0.65 0.0162354164175861 0.00408917553772882 0.0324708328351722 "2005" 4 25 40
"105" "BRO-A-II" 14 1 17.6284971363431 1.97979523882669 19.8 21.6 0.404047908274315 0.45 0.0217528442474074 0.00146319677840945 0.043505688494815 "2005" 4 25 40
"106" "BRO-A-II" 15 1 19.7590449236823 0.343521690221687 25.85 27.25 0.201141554452487 0.35 0.0131857300387037 0.00145966248667416 0.0263714600774075 "2005" 4 25 40
"107" "BRO-A-II" 16 1 20.8514412198457 1.91495362706429 28.5 32.25 0.192810726999181 0.9375 0.0309034889917942 0.00447308797747453 0.0618069779835884 "2005" 4 25 40
"108" "BRO-A-II" 17 1 22.740675900539 0.01 19.95 NA 0.311412449057009 NA NA NA NA "2005" 4 25 40
"109" "BRO-A-II" 18 1 24.9004661950052 0.673853812168099 23.35 NA 0.183279962131429 NA NA NA NA "2005" 4 25 40
"110" "BRO-A-II" 19 1 23.6234690399308 1.96098366806155 16.65 NA 0.554031943508802 NA NA NA NA "2005" 4 25 40
"111" "BRO-A-II" 20 1 24.6453128834105 4.27945733829007 27.55 NA 0.147811084917581 NA NA NA NA "2005" 4 25 40
"112" "BRO-A-II" 22 1 23.128075108511 7.95465114738614 19.55 19.75 0.435160569354952 0.0499999999999998 0.00254455122893893 0.000154330739107599 0.00508910245787808 "2005" 4 25 40
"113" "BRO-A-II" 23 1 22.5939286282683 5.99521129435562 20.5 NA 0.407664051081871 NA NA NA NA "2005" 4 25 40
"114" "BRO-A-II" 24 1 20.7223125376598 3.93935546055401 21.55 NA 0.382218313442347 NA NA NA NA "2005" 4 25 40
"115" "BRO-A-II" 25 1 20.515346468207 6.47004411111858 22.95 NA 0.399349919294535 NA NA NA NA "2005" 4 25 40
"116" "BRO-A-II" 26 1 20.2006865296533 7.23656751132854 18.4 NA 0.695419252577204 NA NA NA NA "2005" 4 25 40
"117" "BRO-A-II" 27 1 21.4194938346981 8.83848316240666 21.25 NA 0.385875400093012 NA NA NA NA "2005" 4 25 40
"118" "BRO-A-II" 28 1 18.6623312694466 10.2369250055938 25.2 27.15 0.235701072366798 0.4875 0.0186332629656417 0.0020043852003755 0.0372665259312833 "2005" 4 25 40
"119" "BRO-A-II" 29 1 18.5319315334909 4.70518315434448 15.4 16 0.750335446113492 0.15 0.00955530320504938 0.000369922534960198 0.0191106064100989 "2005" 4 25 40
"120" "BRO-A-II" 30 1 16.7982789197498 5.78283319720118 12.3 NA 1.18064313682341 NA NA NA NA "2005" 4 25 40
"121" "BRO-A-II" 31 1 15.9236796228017 9.31065066268571 21.15 NA 0.363633840739434 NA NA NA NA "2005" 4 25 40
"122" "BRO-A-II" 33 1 13.983262009826 7.26408732693154 29.3 31.2 0.18276719559478 0.475 0.0157076446981037 0.00225703797206342 0.0314152893962075 "2005" 4 25 40
"123" "BRO-A-II" 34 1 13.4935232504901 10.7041986547235 17.65 NA 0.560945501364602 NA NA NA NA "2005" 4 25 40
"124" "BRO-A-II" 35 1 13.6926817510639 11.9435218134072 15.55 NA 0.743970019772499 NA NA NA NA "2005" 4 25 40
"125" "BRO-A-II" 36 1 11.551214562681 12.242666061353 11.25 NA 1.32363908097367 NA NA NA NA "2005" 4 25 40
"126" "BRO-A-II" 37 1 11.6952262151384 8.87674885441585 15.95 NA 0.65649902618502 NA NA NA NA "2005" 4 25 40
"127" "BRO-A-II" 38 1 9.67102225538532 6.98228367148955 22.45 NA 0.318758511819034 NA NA NA NA "2005" 4 25 40
"128" "BRO-A-II" 39 1 7.10731763244292 8.58607405876092 23 NA 0.251126633097016 NA NA NA NA "2005" 4 25 40
"129" "BRO-A-II" 40 1 7.8141926629362 10.853718142665 11.75 NA 1.1225136933583 NA NA NA NA "2005" 4 25 40
"130" "BRO-A-II" 41 1 8.05335714694525 14.0032351452526 17.15 NA 0.790892609936344 NA NA NA NA "2005" 4 25 40
"131" "BRO-A-II" 42 1 7.4370432220909 14.4402181495339 21.7 23.4 0.458386751584027 0.425 0.0188559404543105 0.00150541192969206 0.0377118809086209 "2005" 4 25 40
"132" "BRO-A-II" 44 1 4.82205781795666 14.7797418396717 28.75 NA 0.205562030735035 NA NA NA NA "2005" 4 25 40
"133" "BRO-A-II" 45 1 5.52806635173227 12.7600978239511 21.2 NA 0.37759172012139 NA NA NA NA "2005" 4 25 40
"134" "BRO-A-II" 46 1 3.10427389417499 13.8835189928318 12.85 NA 1.10255075172756 NA NA NA NA "2005" 4 25 40
"135" "BRO-A-II" 47 1 2.46291720516411 12.2783191306776 18.85 NA 0.406459567871745 NA NA NA NA "2005" 4 25 40
"136" "BRO-A-II" 48 1 0.243668298351745 11.6673205303418 19.6 NA 0.357077715786762 NA NA NA NA "2005" 4 25 40
"137" "BRO-A-II" 49 1 0.0592785708719339 10.3933580393712 21.05 NA 0.308805277966431 NA NA NA NA "2005" 4 25 40
"138" "BRO-A-II" 50 1 0.88576001435184 8.59999543699997 26.5 NA 0.149023240799493 NA NA NA NA "2005" 4 25 40
"139" "BRO-A-II" 51 1 1.57207472930851 17.9674977781811 33.65 NA 0.154425971833616 NA NA NA NA "2005" 4 25 40
"140" "BRO-A-II" 52 1 1.68195803394827 19.7463669862345 15.9 NA 0.943594407187616 NA NA NA NA "2005" 4 25 40
"141" "BRO-A-II" 53 1 1.97771724687062 21.3608611757479 16.5 NA 0.694397819077212 NA NA NA NA "2005" 4 25 40
"142" "BRO-A-II" 54 1 3.61231690805722 20.5803331828811 17.95 NA 0.692143363726316 NA NA NA NA "2005" 4 25 40
"143" "BRO-A-II" 55 1 2.95399480870254 18.9986742393976 26.85 NA 0.336695815127687 NA NA NA NA "2005" 4 25 40
"144" "BRO-A-II" 56 1 3.37374570827957 17.5503554960596 21.3 NA 0.525875320746501 NA NA NA NA "2005" 4 25 40
"145" "BRO-A-II" 57 1 5.71620886361462 18.8203080014305 25.5 NA 0.296477442708331 NA NA NA NA "2005" 4 25 40
"146" "BRO-A-II" 58 1 5.15481567434734 22.4483199483573 20.55 NA 0.470390808370145 NA NA NA NA "2005" 4 25 40
"147" "BRO-A-II" 59 1 7.59175572100708 23.0738982480016 25.35 26.3 0.319594165794578 0.237499999999999 0.00919755228663166 0.000963438109562601 0.0183951045732632 "2005" 4 25 40
"148" "BRO-A-II" 60 1 7.74700810751529 20.4676669274002 23.95 25.6 0.334009228566776 0.4125 0.0166560069071481 0.00160530475859917 0.0333120138142962 "2005" 4 25 40
"149" "BRO-A-II" 61 1 8.46616296913158 16.7262563264351 25.35 27.1 0.267373795362072 0.4375 0.0166887494621157 0.00180224334807108 0.0333774989242315 "2005" 4 25 40
"150" "BRO-A-II" 64 1 10.5975154128317 22.0464934227246 30.5 33.25 0.185412817333354 0.6875 0.0215820208721244 0.00344225288801538 0.0431640417442486 "2005" 4 25 40
"151" "BRO-A-II" 65 1 13.0758737773125 22.9031875438716 19.7 20.2 0.48137614140333 0.125000000000001 0.00626599216580415 0.000391717333994482 0.0125319843316083 "2005" 4 25 40
"152" "BRO-A-II" 67 1 11.9381561731951 17.6392958605939 24.1 25.75 0.297064963465232 0.4125 0.0165556966532839 0.00161502406087121 0.0331113933065679 "2005" 4 25 40
"153" "BRO-A-II" 68 1 12.6328987091655 14.3171906833434 23.7 25.2 0.279268066572136 0.375 0.0153422365940731 0.00144022388213007 0.030684473188146 "2005" 4 25 40
"154" "BRO-A-II" 69 1 13.9156200880183 16.5515934814605 16.55 NA 0.667385688208739 NA NA NA NA "2005" 4 25 40
"155" "BRO-A-II" 70 1 13.8796756478831 19.1342109516295 22 22.95 0.392004907091455 0.2375 0.0105688707870595 0.000838461626811986 0.0211377415741191 "2005" 4 25 40
"156" "BRO-A-II" 71 1 14.1427257024781 20.8784399127405 15.8 NA 0.97182998423549 NA NA NA NA "2005" 4 25 40
"157" "BRO-A-II" 72 1 14.6515891336844 21.6102752824656 21.2 21.65 0.457550478354973 0.1125 0.00525106819263299 0.000378611002142782 0.0105021363852661 "2005" 4 25 40
"158" "BRO-A-II" 73 1 16.7297003230581 19.8438195415538 17.55 NA 0.62443025341007 NA NA NA NA "2005" 4 25 40
"159" "BRO-A-II" 74 1 16.3447387304277 17.760424578471 15.35 NA 0.806218504034815 NA NA NA NA "2005" 4 25 40
"160" "BRO-A-II" 75 1 16.1129013610738 13.5808418918657 14.85 NA 0.732841555774514 NA NA NA NA "2005" 4 25 40
"161" "BRO-A-II" 76 1 17.8841643015372 13.8076470852375 13.1 NA 0.977374213792791 NA NA NA NA "2005" 4 25 40
"162" "BRO-A-II" 77 1 18.9124711699431 16.6395097203931 28.2 29.9 0.212272803517946 0.425 0.0146341256131431 0.00193934441496915 0.0292682512262865 "2005" 4 25 40
"163" "BRO-A-II" 78 1 18.572537444446 18.6731977648751 22.6 22.6 0.370760668719329 0 0 0 0 "2005" 4 25 40
"164" "BRO-A-II" 79 1 18.8808293571081 21.9279687393964 24.2 25.15 0.316981895738751 0.237499999999999 0.00962631584577678 0.000920535734887019 0.0192526316915537 "2005" 4 25 40
"165" "BRO-A-II" 80 1 20.3844167999645 21.3377189603332 25.4 27.4 0.275300236182914 0.5 0.0189484598423835 0.00207345115136926 0.0378969196847667 "2005" 4 25 40
"166" "BRO-A-II" 81 1 23.1068466417626 22.1929591350718 21.5 22.7 0.297973377886803 0.3 0.013577997338435 0.00104143796466502 0.0271559946768699 "2005" 4 25 40
"167" "BRO-A-II" 83 1 21.5938590121796 17.352941735028 23.65 25.3 0.286780575825289 0.412500000000001 0.0168603201988832 0.00158586615405508 0.0337206403977662 "2005" 4 25 40
"168" "BRO-A-II" 84 1 20.648256404659 14.6330166057917 14.6 NA 0.893645341292759 NA NA NA NA "2005" 4 25 40
"169" "BRO-A-II" 85 1 22.7346527672603 13.5785365357456 36.9 39.75 0.107610739300246 0.7125 0.0185995725134648 0.00428930480723953 0.0371991450269298 "2005" 4 25 40
"170" "BRO-A-II" 87 1 23.8871127349905 15.9050369167426 22.6 NA 0.294739620443554 NA NA NA NA "2005" 4 25 40
"171" "BRO-A-II" 88 1 24.5090319976321 18.493683364359 14.6 NA 0.568609687502545 NA NA NA NA "2005" 4 25 40
"172" "BRO-A-II" 89 1 24.9384197005645 12.3595446146587 31.35 32.15 0.135936739023986 0.199999999999999 0.00629954590117465 0.00099745566751476 0.0125990918023493 "2005" 4 25 40
