"Plot" "Treeno" "Species" "x" "y" "dbh" "d.end" "dratio" "baf1" "baf2" "AGR" "RGR" "AGR.g" "RGR.g" "period" "year" "xmax" "ymax"
"69" 4000 75 1 19.6 25.4 12.7 13.3 0.2847533632287 0.506033426064122 0.244695177086276 0.300000000000001 0.0230810208815813 0.00061261056745001 0.0461620417631625 2 29 34 38
"70" 4000 76 1 24 24.6 19.5 20.4 0.379377431906615 0.309257928102551 0.1934579800326 0.449999999999999 0.0225602176402347 0.00141018240238011 0.0451204352804694 2 29 34 38
"71" 4000 77 1 23.4 23.8 21.3 21.3 0.400375939849624 0.309857712522072 0.178477996262365 0 0 0 0 2 29 34 38
"72" 4000 78 1 26.3 23.2 11.3 11.2 0.28391959798995 0.427507428006093 0.248976918671757 -0.0500000000000007 -0.00444447370862308 -8.83572933822142e-05 -0.00888894741724614 2 29 34 38
"73" 4000 79 1 32.7 23.2 28.5 31.5 0.481418918918919 0.189526972944469 0.152124586101448 1.5 0.0500417292784913 0.00706858347057704 0.100083458556983 2 29 34 38
"74" 4000 80 1 21.6 22.8 12.3 12.3 0.278280542986425 0.468668277020764 0.203354137881876 0 0 0 0 2 29 34 38
"75" 4000 81 1 26.9 22.8 24.1 26 0.458174904942966 0.306023163554011 0.173161135023385 0.949999999999999 0.0379423487624363 0.00373810255869016 0.0758846975248727 2 29 34 38
"76" 4000 82 1 31.5 22 19.5 18.1 0.40625 0.576726006984512 0.177902292831121 -0.699999999999999 -0.0372512636489605 -0.00206716796606208 -0.0745025272979211 2 29 34 38
"77" 4000 83 1 29.1 21 11.3 11.5 0.28391959798995 0.516943416869292 0.212564981228008 0.0999999999999996 0.00877215482545476 0.000179070781254618 0.0175443096509095 2 29 34 38
"78" 4000 84 1 20.8 20.8 20.8 22 0.394686907020873 0.375460083122123 0.165854147862766 0.6 0.0280447333255218 0.00201690248360464 0.0560894666510434 2 29 34 38
"79" 4000 85 1 21.2 20 27.9 29 0.466555183946488 0.30524579013063 0.152341182198486 0.550000000000001 0.0193345705795771 0.00245790355235232 0.0386691411591542 2 29 34 38
"80" 4000 86 1 29.7 17.8 17.2 19.6 0.37636761487965 0.352241259220047 0.190172804542382 1.2 0.0653100912085321 0.00346831828956314 0.130620182417064 2 29 34 38
"81" 4000 87 1 27.7 17 14.9 15 0.326754385964912 0.374612176087041 0.186575814387611 0.0499999999999998 0.00334449407539824 0.00011741702542792 0.00668898815079669 2 29 34 38
"82" 4000 88 1 21 13.8 24.1 26.1 0.43978102189781 0.313901226092873 0.148484885710251 1 0.0398617369160192 0.00394269878025519 0.0797234738320383 2 29 34 38
"83" 4000 89 1 21.2 11.2 26.6 28.5 0.464223385689354 0.330984014561815 0.145398882042559 0.949999999999999 0.0344964357434757 0.00411116668630394 0.0689928714869513 2 29 34 38
"84" 4000 90 1 27.9 10.8 25.7 23.8 0.455673758865248 0.484958193934034 0.151694028007785 -0.949999999999999 -0.0384027056118725 -0.0036933348633765 -0.076805411223745 2 29 34 38
"85" 4000 91 1 25.9 10.4 30.7 31.7 0.592664092664093 0.197694340431258 0.132045273813065 0.5 0.0160270131450417 0.00245044226980004 0.0320540262900835 2 29 34 38
"86" 4000 92 1 25.2 9.7 12.5 12.6 0.289351851851852 0.90784856185086 0.212100916830962 0.0499999999999998 0.00398408482458844 9.85674695063799e-05 0.00796816964917691 2 29 34 38
"87" 4000 93 1 24 9.5 19.6 20 0.389662027833002 0.548581087320714 0.170290494400299 0.199999999999999 0.0101013536587597 0.000622035345410778 0.0202027073175194 2 29 34 38
"88" 4000 94 1 28.1 8.3 17.2 17.8 0.359081419624217 0.50199989203417 0.178305146096745 0.300000000000001 0.0171445367393161 0.000824668071567324 0.0342890734786322 2 29 34 38
"89" 4000 95 1 32.1 8.5 12.4 12.5 0.370149253731343 0.384671894962684 0.208982076939508 0.0499999999999998 0.00401608584863213 9.7782071342983e-05 0.00803217169726433 2 29 34 38
"90" 4000 96 1 29.7 7.7 16.3 17.2 0.435828877005348 0.368148022895932 0.16665080136487 0.449999999999999 0.0268721380033453 0.00118398773132165 0.0537442760066906 2 29 34 38
"91" 4000 97 1 31.5 7.5 12.5 12.5 0.37202380952381 0.427271883662424 0.201234388330815 0 0 0 0 2 29 34 38
"92" 4000 98 1 26.5 6.7 15.5 16 0.335497835497835 0.482813124537422 0.172358989245922 0.25 0.0158743491572901 0.00061850105367549 0.0317486983145802 2 29 34 38
"94" 4000 100 1 30.3 5.5 20.9 22.5 0.497619047619048 0.448454491554332 0.153268311652058 0.800000000000001 0.0368830751198046 0.00272690242331594 0.0737661502396092 2 29 34 38
"95" 4000 101 1 20 5.3 22.6 24.3 0.473794549266247 0.339190922323972 0.14774241705248 0.85 0.0362632220341313 0.00313098977838392 0.0725264440682625 2 29 34 38
"96" 4000 102 1 19.8 4.7 17.8 18 0.414918414918415 0.397158266785889 0.161757348697603 0.0999999999999996 0.00558665029906263 0.000281172542496284 0.0111733005981251 2 29 34 38
"97" 4000 103 1 28.1 4.7 13.7 13.7 0.39367816091954 0.491845178721319 0.195111225123436 0 0 0 0 2 29 34 38
"98" 4000 104 1 30.5 3.5 21.1 22.7 0.407335907335907 0.287640580627471 0.149965069746303 0.799999999999999 0.036545942002668 0.00275203516454465 0.073091884005336 2 29 34 38
"99" 4000 105 1 22.4 1.7 25.1 26.3 0.543290043290043 0.218578534381953 0.129176418289049 0.6 0.0233505465229903 0.00242216793591774 0.0467010930459807 2 29 34 38
"100" 4000 106 1 30.9 1.7 19.6 20.2 0.481572481572482 0.479212161272676 0.142382515337618 0.299999999999999 0.0150765190853437 0.000937765407096549 0.0301530381706874 2 29 34 38
"101" 4000 107 1 28.3 0.3 19.5 19.9 0.480295566502463 0.351324508120806 0.144163870863064 0.199999999999999 0.0101526330803728 0.000618893752757184 0.0203052661607454 2 29 34 38
"102" 4000 108 1 31.1 0.1 14.8 15 0.412256267409471 0.424675780320867 0.157633589815987 0.0999999999999996 0.00671151016607028 0.000234048652692437 0.0134230203321406 2 29 34 38
"103" 4000 109 1 8.3 10.6 11.5 12.2 0.385906040268456 0.367981057173028 0.218481465634604 0.35 0.0295444581850032 0.000651487776538183 0.0590889163700065 2 29 34 38
"104" 4000 110 1 7.1 24.6 11.4 12 0.32112676056338 0.461072903487774 0.215583039934826 0.3 0.0256466471937752 0.000551349510705008 0.0512932943875505 2 29 34 38
"105" 4000 111 1 7.5 3.7 11.5 11.7 0.370967741935484 0.488049953067255 0.191182572206039 0.0999999999999996 0.00862090321725298 0.000182212373908207 0.0172418064345059 2 29 34 38
"106" 4000 112 1 10.6 5.5 11.3 11.8 0.381756756756757 0.378189607680469 0.197320767560414 0.25 0.0216484028766621 0.000453567439362027 0.0432968057533243 2 29 34 38
"107" 4000 113 1 13 5.5 10.5 10.8 0.364583333333333 0.428652919603176 0.206108326337894 0.15 0.0140854384833482 0.000250934713205486 0.0281708769666964 2 29 34 38
"108" 4000 114 1 15 5.3 11.2 11.9 0.379661016949152 0.399556878941544 0.207134250621425 0.350000000000001 0.0303123109082174 0.000634994415106838 0.060624621816435 2 29 34 38
"109" 4000 115 1 11.4 8.3 11.2 12.2 0.379661016949152 0.51272361670767 0.215621340873737 0.5 0.042761086719081 0.000918915851175015 0.0855221734381621 2 29 34 38
"110" 4000 116 1 5.3 7.5 10.9 11.7 0.358552631578947 0.485270487230345 0.220569416546291 0.399999999999999 0.0354130262843062 0.000709999939711293 0.0708260525686123 2 29 34 38
"111" 4000 117 1 7.9 10.6 11.2 11.8 0.379661016949152 0.360949512533009 0.219359107588602 0.300000000000001 0.0260928765852851 0.000541924732744241 0.0521857531705704 2 29 34 38
"112" 4000 118 1 5.7 17.2 11.6 11.9 0.324929971988795 0.512656714824911 0.215547539949773 0.15 0.0127666510025824 0.000276852852597602 0.0255333020051649 2 29 34 38
"113" 4000 119 1 1.9 24 10.5 10.7 0.303468208092486 0.471187361385429 0.239306656189793 0.0999999999999996 0.00943424215219137 0.000166504410640259 0.0188684843043828 2 29 34 38
"114" 4000 120 1 16.2 25.2 11.6 12.1 0.266666666666667 0.665994284582664 0.223048122146667 0.25 0.0211001772451882 0.000465348411812989 0.0422003544903765 2 29 34 38
"115" 4000 121 1 1.5 35.1 12.1 13.3 0.307888040712468 0.460509754910459 0.18359290029727 0.600000000000001 0.0472792913125064 0.00119694680101771 0.0945585826250128 2 29 34 38
"116" 4000 122 1 26.9 36.5 11.2 11.7 0.275862068965517 0.459582420141461 0.220868170295826 0.25 0.0218375317513308 0.000449640448545039 0.0436750635026615 2 29 34 38
"117" 4000 123 1 27.7 36.7 10.7 10.9 0.266832917705736 0.442142460992081 0.191580686786968 0.100000000000001 0.00925952388361877 0.000169646003293849 0.0185190477672375 2 29 34 38
"118" 4000 124 1 33.1 37.1 12.8 12.7 0.303317535545024 0.303815257898968 0.208868240419985 -0.0500000000000007 -0.003921588730513 -0.000100138265833174 -0.00784317746102584 2 29 34 38
"119" 4000 125 1 21 31.3 10.6 10.7 0.265 0.511325236319194 0.2353916631531 0.0499999999999998 0.00469487017491946 8.36449044018285e-05 0.00938974034983904 2 29 34 38
"120" 4000 126 1 21.8 29.1 11.6 11.8 0.282926829268293 0.410352579179933 0.197717227318217 0.100000000000001 0.00854721667965013 0.000183783170235005 0.0170944333593003 2 29 34 38
"121" 4000 127 1 18.4 23 13.9 14.3 0.303493449781659 0.647603969289355 0.226187272231628 0.2 0.0141853485646078 0.00044296456415616 0.0283706971292155 2 29 34 38
"122" 4000 128 1 24 12.8 11.3 12.4 0.269047619047619 0.617626899176084 0.228552727178731 0.55 0.0464468734463481 0.00102376650598857 0.0928937468926962 2 29 34 38
"123" 4000 129 1 21 9.7 10.6 11 0.256658595641647 0.515481481627774 0.227036329722848 0.2 0.0185206358401745 0.000339292006587698 0.0370412716803491 2 29 34 38
"124" 4000 130 1 22.1 3.8 10.9 11.5 0.302777777777778 0.662748212304298 0.206336832664914 0.3 0.0267921230670531 0.000527787565803086 0.0535842461341064 2 29 34 38
"125" 4000 131 1 7.3 30.3 10.4 10.5 0.307692307692308 0.523822721827183 0.272876682594756 0.0499999999999998 0.00478472550807534 8.20741080750321e-05 0.00956945101615057 2 29 34 38
"126" 4000 7 1 9.8 3.3 19.1 20 0.466992665036675 0.311178356398721 0.150245070856011 0.3 0.0153479795004689 0.000921272045665207 0.0306959590009379 3 31 34 38
"210" 4000 8 1 4.5 4.3 21.8 23.7 0.519047619047619 0.204470869855987 0.135594868107987 0.633333333333333 0.0278550261153474 0.00226325570752365 0.0557100522306948 3 31 34 38
"34" 4000 9 1 1.1 4.7 15.8 15.7 0.420212765957447 0.419324969776681 0.151625590153621 -0.0333333333333338 -0.00211640922621963 -8.24668071567313e-05 -0.00423281845243912 3 31 34 38
"410" 4000 10 1 3.9 6.7 18.2 19.5 0.455 0.448763006358203 0.153040057994555 0.433333333333334 0.0229976238289838 0.00128307879960363 0.0459952476579677 3 31 34 38
"510" 4000 11 1 15.8 7.5 15.2 16 0.429378531073446 0.428952222817183 0.1864238410257 0.266666666666667 0.0170977647958502 0.000653451271946678 0.0341955295917004 3 31 34 38
"610" 4000 12 1 13.6 9.7 20.2 22 0.480952380952381 0.220666582319827 0.164441239539104 0.6 0.0284532829837189 0.00198862814972234 0.0569065659674379 3 31 34 38
"710" 4000 13 1 2.7 12.8 15.1 15.1 0.368292682926829 0.314677247059221 0.174731017550902 0 0 0 0 3 31 34 38
"810" 4000 14 1 14 13.2 15.9 16.6 0.440443213296399 0.397373427342454 0.191843309224906 0.233333333333334 0.0143611953787706 0.000595593607243066 0.0287223907575412 3 31 34 38
"93" 4000 15 1 12 13.4 11.8 11.2 0.36875 0.434626773630551 0.222669504615606 -0.2 -0.0173952510568568 -0.000361283155162827 -0.0347905021137136 3 31 34 38
"1010" 4000 16 1 10.2 14.8 18.4 19.7 0.476683937823834 0.287748750169094 0.177720091668783 0.433333333333334 0.0227559903763343 0.00129669236776919 0.0455119807526685 3 31 34 38
"1110" 4000 17 1 3.1 14.8 14.9 16.6 0.365196078431373 0.361923307454239 0.181497311859823 0.566666666666667 0.0360138274703614 0.00140193572166445 0.0720276549407228 3 31 34 38
"127" 4000 18 1 8.6 15.6 20.8 20.8 0.445396145610278 0.30706013198005 0.165675194663498 0 0 0 0 3 31 34 38
"131" 4000 19 1 4.9 15.8 16.3 16.6 0.386255924170616 0.387019257149274 0.181366559846327 0.1 0.006079195849927 0.000258395995757761 0.012158391699854 3 31 34 38
"141" 4000 20 1 4.1 16.8 13.1 13.1 0.335897435897436 0.472419630705714 0.201326567928638 0 0 0 0 3 31 34 38
"151" 4000 21 1 14.8 17 20.5 20.4 0.381040892193309 0.359844707711806 0.172865873154783 -0.0333333333333338 -0.00162999509806397 -0.000107075949609852 -0.00325999019612786 3 31 34 38
"161" 4000 22 1 13.6 19.8 12.5 NA 0.27292576419214 0.555213795886532 0.225286353274879 NA NA NA NA 3 31 34 38
"171" 4000 23 1 7.9 20.4 16.6 17.7 0.390588235294118 0.485685300134804 0.188511696043798 0.366666666666666 0.0213873147390953 0.000987769090166189 0.0427746294781905 3 31 34 38
"181" 4000 24 1 5.1 20.6 25.9 26.5 0.47005444646098 0.227972150373797 0.148754406910193 0.2 0.0076339214288948 0.000823097275240527 0.0152678428577896 3 31 34 38
"191" 4000 25 1 5.1 20.8 22.6 23.5 0.465979381443299 0.904756359909372 0.159765482507917 0.3 0.0130168382906243 0.00108620565997867 0.0260336765812486 3 31 34 38
"201" 4000 26 1 2.1 21.4 17.4 18.1 0.401847575057737 0.454378285197731 0.168236585956552 0.233333333333334 0.0131472440170989 0.000650571478680888 0.0262944880341979 3 31 34 38
"211" 4000 27 1 16.2 22.6 33.3 34.5 0.511520737327189 0.206578487981522 0.141320871202262 0.400000000000001 0.0118006423503053 0.00212999981913388 0.0236012847006106 3 31 34 38
"221" 4000 28 1 12.2 22.6 20.8 21.6 0.384473197781885 0.421763696143487 0.173944334973179 0.266666666666667 0.0125801093276157 0.000888023523414714 0.0251602186552313 3 31 34 38
"231" 4000 29 1 8.6 24 14.2 14.8 0.354114713216958 0.411734986236922 0.20606200076956 0.2 0.0137950720542848 0.000455530934770523 0.0275901441085697 3 31 34 38
"241" 4000 30 1 5.5 25.8 23.6 25.2 0.476767676767677 0.309853933757896 0.154192583448928 0.533333333333333 0.0218657608286044 0.00204412961993576 0.0437315216572088 3 31 34 38
"251" 4000 31 1 4.9 26 16 16.1 0.381861575178998 0.370265001392979 0.186390625891042 0.0333333333333338 0.00207684991687872 8.4037603483528e-05 0.00415369983375743 3 31 34 38
"261" 4000 32 1 13.4 28.3 27.8 30.2 0.466442953020134 0.326469287264749 0.151073394561041 0.799999999999999 0.0276019678947442 0.00364424747816415 0.0552039357894883 3 31 34 38
"271" 4000 33 1 10.6 28.5 18.3 18 0.365269461077844 0.370157173667051 0.181329094852286 -0.1 -0.00550976731707019 -0.000285099533313274 -0.0110195346341404 3 31 34 38
"281" 4000 34 1 2.7 28.9 14.9 NA 0.337868480725624 0.646566099979418 0.181242056919887 NA NA NA NA 3 31 34 38
"291" 4000 35 1 0.1 28.3 13.5 13 0.31615925058548 0.606371891095923 0.180553187687133 -0.166666666666667 -0.0125801093276157 -0.000346884188833873 -0.0251602186552313 3 31 34 38
"301" 4000 36 1 1.5 30.3 29.2 29.9 0.534798534798535 0.24364895364031 0.124003371128829 0.233333333333333 0.00789659037413489 0.00108306406732508 0.0157931807482698 3 31 34 38
"311" 4000 37 1 9.8 31.3 11.1 NA 0.304109589041096 0.527814492235507 0.226469086711012 NA NA NA NA 3 31 34 38
